Design Point;main_inlet_velocity [m s^-1];main_inlet_temperature [K];sec_inlet_velocity [m s^-1];sec_inlet_temperature [K]
DP 775;16.61750000000001;355.22900000000004;31.375000000000007;571.15900000000022
DP 776;16.632500000000007;575.08500000000026;48.675000000000018;574.1790000000002
DP 777;16.647500000000008;405.96500000000009;24.725;370.63100000000009
DP 778;16.662500000000009;466.0630000000001;43.975000000000023;563.00500000000011
DP 779;16.677500000000009;327.44500000000005;28.125000000000007;407.47500000000008
DP 780;16.69250000000001;457.60700000000008;31.32500000000001;476.6330000000001
DP 781;16.70750000000001;414.11900000000009;25.275000000000006;508.34300000000019
DP 782;16.722500000000007;484.78700000000015;23.725;434.0510000000001
DP 783;16.737500000000011;315.969;37.775000000000013;566.32700000000023
DP 784;16.752500000000008;381.80500000000006;38.725000000000016;444.92300000000012
DP 785;16.767500000000009;492.0350000000002;33.125000000000007;386.93900000000008
DP 786;16.782500000000006;325.029;66.825000000000045;460.92900000000009
DP 787;16.79750000000001;399.32100000000008;21.825000000000003;547.9050000000002
DP 788;16.812500000000007;573.57500000000027;24.325000000000003;449.75500000000011
DP 790;16.842500000000008;457.90900000000011;39.325000000000017;474.82100000000014
DP 791;16.857500000000009;436.4670000000001;33.475000000000009;545.48900000000015
DP 792;16.872500000000009;391.16700000000009;38.075000000000017;541.86500000000024
DP 793;16.88750000000001;453.37900000000013;59.175000000000026;575.08500000000026
DP 794;16.902500000000011;506.83300000000014;35.07500000000001;364.59100000000007
DP 795;16.917500000000011;485.39100000000019;23.225;414.11900000000009
DP 796;16.932500000000008;301.775;48.02500000000002;347.37700000000007
DP 797;16.947500000000012;514.98700000000019;22.525000000000002;422.27300000000008
DP 798;16.962500000000006;510.1550000000002;31.07500000000001;304.19100000000003
DP 799;16.97750000000001;527.97300000000018;68.17500000000004;568.13900000000024
DP 763;16.437500000000007;442.2050000000001;61.075000000000031;470.59300000000007
DP 789;16.827500000000008;522.83900000000017;52.525000000000027;350.69900000000007
DP 800;16.992500000000007;429.82300000000009;45.775000000000013;536.12700000000018
DP 801;17.007500000000007;520.12100000000009;34.375000000000014;460.02300000000014
DP 802;17.022500000000008;598.64100000000019;48.375000000000014;313.855
DP 803;17.037500000000009;483.88100000000009;63.725000000000037;482.67300000000012
DP 804;17.052500000000009;508.34300000000019;24.625000000000004;485.39100000000019
DP 805;17.06750000000001;580.52100000000019;26.225000000000005;450.05700000000007
DP 806;17.08250000000001;304.493;59.47500000000003;312.345
DP 807;17.097500000000011;434.0510000000001;57.72500000000003;525.55700000000013
DP 808;17.112500000000008;459.72100000000012;44.825000000000017;537.03300000000013
DP 809;17.127500000000012;482.06900000000007;23.675000000000004;342.84700000000004
DP 810;17.142500000000009;557.56900000000019;24.175000000000004;346.471
DP 811;17.15750000000001;596.82900000000018;22.725;301.171
DP 812;17.172500000000007;538.54300000000023;35.675000000000011;302.379
DP 813;17.187500000000011;338.01500000000004;23.375000000000004;337.713
DP 814;17.202500000000008;309.627;31.225000000000009;355.22900000000004
DP 815;17.217500000000008;406.87100000000009;60.275000000000027;504.11500000000018
DP 816;17.232500000000009;334.391;31.725000000000009;498.6790000000002
DP 817;17.247500000000009;453.07700000000011;61.325000000000031;365.49700000000007
DP 818;17.26250000000001;513.47700000000009;42.175000000000018;583.23900000000026
DP 819;17.277500000000011;415.02500000000009;28.675000000000004;372.44300000000004
DP 820;17.292500000000008;564.51500000000021;35.82500000000001;358.85300000000007
DP 821;17.307500000000012;469.08300000000014;58.575000000000024;506.22900000000016
DP 822;17.322500000000009;416.8370000000001;20.625;540.65700000000015
DP 823;17.337500000000009;539.14700000000016;56.375000000000021;551.52900000000022
DP 824;17.352500000000006;312.647;69.92500000000004;453.6810000000001
DP 825;17.36750000000001;365.19500000000005;23.525000000000002;501.69900000000018
DP 826;17.382500000000007;302.681;29.625000000000007;458.21100000000013
DP 827;17.397500000000008;332.27700000000004;50.875000000000014;344.65900000000005
DP 828;17.412500000000009;422.27300000000008;39.925000000000011;376.369
DP 829;17.427500000000009;526.16100000000017;27.225000000000005;482.97500000000014
DP 830;17.44250000000001;415.9310000000001;68.42500000000004;321.707
DP 831;17.45750000000001;599.54700000000025;47.975000000000016;493.84700000000015
DP 832;17.472500000000011;562.7030000000002;21.375;570.25300000000016
DP 833;17.487500000000011;424.38700000000011;67.575000000000031;435.86300000000011
DP 834;17.502500000000008;337.713;52.725000000000023;449.45300000000009
DP 835;17.517500000000013;578.70900000000017;38.775000000000013;539.7510000000002
DP 836;17.53250000000001;586.25900000000024;65.075000000000031;302.983
DP 837;17.54750000000001;512.57100000000014;45.375000000000014;457.00300000000016
DP 838;17.562500000000007;456.70100000000008;53.875000000000021;447.33900000000011
DP 839;17.577500000000011;569.04500000000019;54.77500000000002;455.79500000000013
DP 840;17.592500000000008;500.49100000000016;48.075000000000017;529.48300000000017
DP 841;17.607500000000009;543.07300000000021;61.825000000000031;532.80500000000018
DP 842;17.622500000000009;546.09300000000019;47.825000000000017;509.24900000000014
DP 843;17.63750000000001;361.26900000000006;21.625;343.451
DP 844;17.652500000000011;543.97900000000027;60.525000000000034;309.627
DP 845;17.667500000000011;475.12300000000016;30.175000000000008;447.64100000000008
DP 846;17.682500000000008;590.78900000000021;33.525000000000006;502.30300000000017
DP 847;17.697500000000012;380.59700000000004;32.57500000000001;399.01900000000006
DP 848;17.712500000000009;315.063;54.975000000000023;323.21700000000004
DP 849;17.72750000000001;502.00100000000009;44.575000000000017;496.26300000000015
DP 850;17.742500000000007;314.459;51.225000000000023;526.7650000000001
DP 851;17.757500000000011;370.93300000000005;32.375000000000007;494.14900000000011
DP 852;17.772500000000008;509.24900000000014;36.175000000000011;442.80900000000008
DP 853;17.787500000000009;559.3810000000002;26.525000000000006;334.08900000000006
DP 854;17.802500000000009;321.103;33.775000000000006;409.58900000000006
DP 855;17.81750000000001;584.74900000000025;33.32500000000001;514.38300000000015
DP 856;17.83250000000001;461.83500000000015;22.975;557.26700000000028
DP 857;17.847500000000011;537.03300000000013;49.475000000000023;569.04500000000019
DP 858;17.862500000000011;311.439;25.225000000000005;435.25900000000013
DP 859;17.877500000000012;447.9430000000001;37.575000000000017;591.69500000000016
DP 860;17.892500000000009;377.57700000000006;56.72500000000003;480.55900000000014
DP 861;17.907500000000013;446.43300000000011;34.425000000000011;572.06500000000017
DP 862;17.922500000000007;403.85100000000011;44.175000000000018;538.24100000000021
DP 863;17.937500000000011;592.60100000000023;49.77500000000002;483.2770000000001
DP 864;17.952500000000008;435.86300000000011;60.47500000000003;306.305
DP 865;17.967500000000008;339.223;68.275000000000034;419.55500000000006
DP 866;17.982500000000009;384.22100000000006;61.725000000000037;471.19700000000012
DP 867;17.997500000000009;418.95100000000008;25.375000000000004;413.5150000000001
DP 868;18.01250000000001;407.7770000000001;46.225000000000023;361.87300000000005
DP 869;18.027500000000011;342.84700000000004;61.675000000000026;422.87700000000007
DP 870;18.042500000000011;323.519;48.725000000000023;470.29100000000017
DP 871;18.057500000000012;457.30500000000006;57.925000000000033;564.21300000000019
DP 872;18.072500000000009;463.64700000000016;64.125000000000028;434.35300000000007
DP 873;18.087500000000013;325.331;34.025000000000006;394.18700000000007
DP 874;18.10250000000001;334.08900000000006;58.925000000000033;488.71300000000008
DP 875;18.11750000000001;360.66500000000008;62.325000000000031;524.9530000000002
DP 876;18.132500000000007;567.5350000000002;57.975000000000023;421.6690000000001
DP 877;18.147500000000012;424.08500000000009;43.925000000000018;523.44300000000021
DP 878;18.162500000000009;310.83500000000004;56.425000000000033;424.68900000000008
DP 879;18.177500000000009;408.68300000000011;24.425000000000004;426.19900000000007
DP 880;18.19250000000001;306.003;56.575000000000024;392.37500000000006
DP 881;18.20750000000001;342.24300000000005;44.52500000000002;427.10500000000013
DP 882;18.222500000000011;366.70500000000004;68.325000000000045;436.4670000000001
DP 883;18.237500000000011;551.83100000000024;30.525000000000006;400.52900000000005
DP 884;18.252500000000008;522.23500000000013;23.425000000000004;388.44900000000007
DP 885;18.267500000000013;357.34300000000007;60.825000000000031;500.79300000000012
DP 886;18.28250000000001;404.15300000000008;61.225000000000037;490.52500000000009
DP 887;18.29750000000001;572.06500000000017;62.875000000000028;314.761
DP 888;18.312500000000007;439.7890000000001;43.125000000000014;333.18300000000005
DP 889;18.327500000000011;331.673;47.675000000000011;349.49100000000004
DP 890;18.342500000000008;590.48700000000031;54.125000000000028;421.97100000000012
DP 891;18.357500000000009;561.49500000000023;27.925000000000004;298.151
DP 892;18.372500000000009;529.48300000000017;24.075000000000003;403.24700000000007
DP 893;18.38750000000001;370.32900000000006;31.275000000000009;593.50700000000029
DP 894;18.402500000000011;485.08900000000011;43.02500000000002;343.75300000000004
DP 895;18.417500000000011;350.69900000000007;33.375000000000007;579.91700000000014
DP 896;18.432500000000012;571.15900000000022;52.77500000000002;557.56900000000019
DP 897;18.447500000000012;455.49300000000005;55.825000000000031;391.16700000000009
DP 898;18.462500000000009;377.27500000000003;56.22500000000003;376.97300000000007
DP 899;18.477500000000013;423.48100000000011;30.875000000000007;457.30500000000006
DP 900;18.49250000000001;506.22900000000016;30.57500000000001;332.27700000000004
DP 901;18.507500000000011;582.3330000000002;51.525000000000027;345.26300000000003
DP 902;18.522500000000008;538.24100000000021;67.325000000000045;351.605
DP 903;18.537500000000012;566.32700000000023;51.425000000000026;529.7850000000002
DP 904;18.552500000000009;352.81300000000005;50.375000000000014;457.90900000000011
DP 905;18.56750000000001;369.725;47.575000000000017;334.391
DP 906;18.58250000000001;588.37300000000027;63.775000000000034;411.40100000000007
DP 907;18.597500000000011;579.91700000000014;65.225000000000037;400.83100000000007
DP 908;18.612500000000011;527.67100000000016;53.925000000000026;551.83100000000024
DP 909;18.627500000000012;495.05500000000018;66.125000000000028;479.65300000000013
DP 910;18.642500000000009;351.90700000000004;60.025000000000034;369.12100000000004
DP 911;18.657500000000013;336.20300000000003;59.22500000000003;309.023
DP 912;18.67250000000001;395.69700000000006;48.77500000000002;304.493
DP 913;18.687500000000011;318.385;64.92500000000004;419.2530000000001
DP 914;18.702500000000008;381.50300000000004;50.325000000000024;561.19300000000021
DP 915;18.717500000000012;317.781;49.225000000000023;542.16700000000014
DP 916;18.732500000000009;536.4290000000002;63.025000000000034;368.81900000000007
DP 917;18.747500000000009;499.88700000000017;62.275000000000027;513.17500000000018
DP 918;18.76250000000001;335.901;52.425000000000026;585.35300000000018
DP 919;18.777500000000011;471.8010000000001;67.775000000000034;312.043
DP 920;18.792500000000011;374.85900000000004;42.225000000000016;569.95100000000025
DP 921;18.807500000000012;322.31100000000004;46.77500000000002;320.499
DP 922;18.822500000000012;341.33700000000005;51.975000000000023;594.71500000000026
DP 923;18.837500000000013;599.84900000000016;52.925000000000026;303.285
DP 924;18.85250000000001;464.25100000000009;26.325000000000003;456.09700000000009
DP 925;18.867500000000014;401.1330000000001;51.475000000000023;310.533
DP 926;18.882500000000007;433.74900000000014;63.425000000000033;429.82300000000009
DP 927;18.897500000000012;398.7170000000001;32.125000000000007;315.063
DP 928;18.912500000000009;474.51900000000012;42.075000000000017;495.96100000000013
DP 929;18.927500000000009;449.75500000000011;49.52500000000002;302.077
DP 930;18.94250000000001;405.66300000000007;31.875000000000007;548.81100000000015
DP 931;18.95750000000001;394.48900000000009;52.575000000000017;380.29500000000007
DP 932;18.972500000000011;577.80300000000022;50.27500000000002;366.403
DP 933;18.987500000000011;388.14700000000005;21.075;490.82700000000017
DP 934;19.002500000000012;480.25700000000012;37.125000000000014;315.969
DP 935;19.017500000000013;540.05300000000011;38.875000000000014;419.85700000000008
DP 936;19.03250000000001;400.52900000000005;41.725000000000016;527.97300000000018
DP 937;19.047500000000014;421.6690000000001;69.075000000000045;593.20500000000015
DP 938;19.062500000000011;481.46500000000015;56.525000000000027;305.399
DP 939;19.077500000000011;558.17300000000023;39.575000000000017;479.95500000000015
DP 940;19.092500000000008;313.25100000000003;31.82500000000001;410.1930000000001
DP 941;19.107500000000012;518.91300000000012;69.825000000000045;366.70500000000004
DP 942;19.122500000000009;364.59100000000007;36.125000000000014;330.46500000000003
DP 943;19.13750000000001;319.89500000000004;49.725000000000023;594.41300000000024
DP 944;19.152500000000011;428.3130000000001;46.925000000000026;426.50100000000009
DP 946;19.182500000000012;369.42300000000006;66.975000000000037;543.37500000000023
DP 947;19.197500000000012;489.92100000000011;47.875000000000014;301.473
DP 948;19.212500000000009;427.10500000000013;32.775000000000006;329.559
DP 949;19.227500000000013;333.78700000000003;27.975000000000005;566.93100000000027
DP 950;19.24250000000001;463.34500000000008;33.275000000000006;582.93700000000013
DP 951;19.257500000000011;362.47700000000003;58.72500000000003;360.36300000000006
DP 952;19.272500000000008;470.29100000000017;47.225000000000023;550.32100000000014
DP 953;19.287500000000012;438.8830000000001;34.925000000000011;499.88700000000017
DP 954;19.302500000000009;403.54900000000009;57.375000000000028;389.95900000000006
DP 955;19.31750000000001;333.18300000000005;33.07500000000001;441.60100000000011
DP 956;19.33250000000001;507.43700000000013;54.825000000000031;580.82300000000021
DP 957;19.347500000000011;437.07100000000014;52.375000000000021;299.057
DP 958;19.362500000000011;335.59900000000005;58.275000000000027;464.25100000000009
DP 959;19.377500000000012;524.04700000000025;47.625000000000021;547.60300000000018
DP 960;19.392500000000013;408.38100000000009;35.175000000000011;485.6930000000001
DP 961;19.407500000000013;482.37100000000015;27.425000000000004;505.62500000000011
DP 962;19.42250000000001;372.14100000000008;30.975000000000009;398.7170000000001
DP 963;19.437500000000014;497.77300000000014;32.875000000000007;589.58100000000013
DP 964;19.452500000000011;454.28500000000008;32.32500000000001;536.73100000000022
DP 965;19.467500000000012;494.14900000000011;38.375000000000014;403.85100000000011
DP 966;19.482500000000009;597.73500000000024;57.825000000000031;423.17900000000009
DP 967;19.497500000000013;504.41700000000014;55.925000000000026;445.82900000000012
DP 968;19.51250000000001;358.249;42.52500000000002;482.37100000000015
DP 969;19.527500000000011;525.25500000000022;44.425000000000018;522.83900000000017
DP 970;19.542500000000011;579.61500000000024;48.625000000000021;417.74300000000011
DP 971;19.557500000000012;501.09500000000014;64.875000000000028;408.07900000000006
DP 972;19.572500000000012;402.64300000000009;42.02500000000002;395.69700000000006
DP 973;19.587500000000013;532.80500000000018;41.27500000000002;555.15300000000025
DP 974;19.60250000000001;503.51100000000019;67.075000000000031;429.21900000000011
DP 975;19.617500000000014;466.96900000000011;36.225000000000009;341.035
DP 976;19.632500000000011;435.25900000000013;28.175000000000004;565.42100000000016
DP 945;19.167500000000011;373.65100000000007;25.925000000000004;402.0390000000001
DP 977;19.647500000000012;481.16300000000012;50.075000000000017;334.995
DP 978;19.662500000000009;347.37700000000007;53.375000000000021;311.137
DP 979;19.677500000000013;542.46900000000016;30.32500000000001;491.73300000000012
DP 980;19.69250000000001;528.87900000000013;50.225000000000023;347.07500000000005
DP 981;19.70750000000001;313.553;67.975000000000037;397.81100000000009
DP 982;19.722500000000011;549.11300000000017;36.675000000000011;319.89500000000004
DP 983;19.737500000000011;360.36300000000006;51.575000000000017;450.35900000000015
DP 984;19.752500000000012;385.12700000000007;50.575000000000017;383.91900000000004
DP 985;19.767500000000013;498.37700000000012;26.725000000000005;420.46100000000013
DP 986;19.782500000000013;393.28100000000006;55.875000000000021;512.57100000000014
DP 987;19.797500000000014;532.20100000000014;60.22500000000003;425.59500000000008
DP 988;19.812500000000011;569.64900000000011;64.075000000000031;517.40300000000025
DP 989;19.827500000000015;332.579;67.17500000000004;475.12300000000016
DP 990;19.842500000000008;489.61900000000014;35.625000000000014;325.331
DP 991;19.857500000000012;391.46900000000005;37.325000000000017;326.237
DP 992;19.872500000000009;515.89300000000014;50.02500000000002;460.62700000000012
DP 993;19.88750000000001;432.54100000000011;29.125000000000007;299.359
DP 994;19.902500000000011;505.62500000000011;28.725000000000009;356.437
DP 995;19.917500000000011;328.95500000000004;41.875000000000014;411.70300000000009
DP 996;19.932500000000012;366.10100000000006;40.425000000000011;516.19500000000016
DP 997;19.947500000000012;398.41500000000008;40.375000000000014;474.51900000000012
DP 998;19.962500000000013;445.22500000000014;46.125000000000021;486.29700000000014
DP 999;19.977500000000013;543.67700000000013;20.425;349.793
DP 1000;19.992500000000007;344.961;52.975000000000023;566.62900000000013
